# Batch 18-M — physical infrastructure inventories and national statistics.
#
# The Overpass rows each name a distinct infrastructure class, not a variation
# on one query. An inventory of prisons is a different intelligence object from
# an inventory of water towers: different operators, different legal status,
# different significance when one changes. Each is queried with a bounded box
# and a centroid so a way or relation is returned as a point.
#
# Pipe-delimited. Columns: id|mode|want|category|record_type|tags|portal|name|name_ja|url|probe|description|opts
# Generated into collectors/pivot/table/hp3_infra.c by tools/gen_hp_batch.py.
OVERPASS_PRISON|json|any|government|prison|infrastructure,justice,osm,geo|https://overpass-api.de|Overpass — prisons and detention facilities|Overpass 刑務所・収容施設|https://overpass-api.de/api/interpreter?data=%5Bout%3Ajson%5D%5Btimeout%3A25%5D%3Bnwr%5B%22amenity%22%3D%22prison%22%5D%2851.0%2C-1.0%2C52.0%2C1.0%29%3Bout%20center%20100%3B|https://overpass-api.de/api/interpreter?data=%5Bout%3Ajson%5D%5Btimeout%3A25%5D%3Bnwr%5B%22amenity%22%3D%22prison%22%5D%2851.0%2C-1.0%2C52.0%2C1.0%29%3Bout%20center%20100%3B|Prisons and detention facilities with operator, capacity and security level where tagged. Detention sites are the object of a large body of human-rights monitoring, and an accurate geolocated inventory is the precondition for any of it|array_path=elements;header1=User-Agent: JapanOSINT-research/1.0 (+https://github.com/);interval=86400
OVERPASS_POLICE|json|any|government|police-facility|infrastructure,police,osm,geo|https://overpass-api.de|Overpass — police stations|Overpass 警察施設|https://overpass-api.de/api/interpreter?data=%5Bout%3Ajson%5D%5Btimeout%3A25%5D%3Bnwr%5B%22amenity%22%3D%22police%22%5D%2851.4%2C-0.3%2C51.6%2C0.1%29%3Bout%20center%20100%3B|https://overpass-api.de/api/interpreter?data=%5Bout%3Ajson%5D%5Btimeout%3A25%5D%3Bnwr%5B%22amenity%22%3D%22police%22%5D%2851.4%2C-0.3%2C51.6%2C0.1%29%3Bout%20center%20100%3B|Police stations and posts with the operating force and, where tagged, the unit. The distribution of policing infrastructure is a direct measure of state presence in a territory|array_path=elements;header1=User-Agent: JapanOSINT-research/1.0 (+https://github.com/);interval=86400
OVERPASS_EMBASSY|json|any|government|diplomatic-mission|diplomacy,osm,geo,government|https://overpass-api.de|Overpass — embassies and consulates|Overpass 大使館・領事館|https://overpass-api.de/api/interpreter?data=%5Bout%3Ajson%5D%5Btimeout%3A25%5D%3Bnwr%5B%22diplomatic%22%5D%2851.4%2C-0.3%2C51.6%2C0.1%29%3Bout%20center%20100%3B|https://overpass-api.de/api/interpreter?data=%5Bout%3Ajson%5D%5Btimeout%3A25%5D%3Bnwr%5B%22diplomatic%22%5D%2851.4%2C-0.3%2C51.6%2C0.1%29%3Bout%20center%20100%3B|Diplomatic missions with the sending and receiving countries, the mission type and the address. Mission locations, opening and closure are a direct readout of the state of a bilateral relationship|array_path=elements;header1=User-Agent: JapanOSINT-research/1.0 (+https://github.com/);interval=86400
OVERPASS_WATER_TOWER|json|any|infrastructure|water-infrastructure|infrastructure,water,osm,geo|https://overpass-api.de|Overpass — water towers and reservoirs|Overpass 給水塔・配水池|https://overpass-api.de/api/interpreter?data=%5Bout%3Ajson%5D%5Btimeout%3A25%5D%3Bnwr%5B%22man_made%22%3D%22water_tower%22%5D%2851.0%2C-1.0%2C52.0%2C1.0%29%3Bout%20center%20100%3B|https://overpass-api.de/api/interpreter?data=%5Bout%3Ajson%5D%5Btimeout%3A25%5D%3Bnwr%5B%22man_made%22%3D%22water_tower%22%5D%2851.0%2C-1.0%2C52.0%2C1.0%29%3Bout%20center%20100%3B|Water towers and elevated reservoirs with operator and capacity where tagged. Water infrastructure is the least redundant of all utility networks, which makes a single tower a disproportionately significant object|array_path=elements;header1=User-Agent: JapanOSINT-research/1.0 (+https://github.com/);interval=86400
OVERPASS_WASTEWATER|json|any|infrastructure|wastewater-plant|infrastructure,water,osm,geo|https://overpass-api.de|Overpass — wastewater treatment plants|Overpass 下水処理場|https://overpass-api.de/api/interpreter?data=%5Bout%3Ajson%5D%5Btimeout%3A25%5D%3Bnwr%5B%22man_made%22%3D%22wastewater_plant%22%5D%2851.0%2C-1.0%2C52.0%2C1.0%29%3Bout%20center%20100%3B|https://overpass-api.de/api/interpreter?data=%5Bout%3Ajson%5D%5Btimeout%3A25%5D%3Bnwr%5B%22man_made%22%3D%22wastewater_plant%22%5D%2851.0%2C-1.0%2C52.0%2C1.0%29%3Bout%20center%20100%3B|Sewage and wastewater treatment works with operator and capacity. Wastewater plants are both critical infrastructure and, increasingly, an epidemiological sampling point through wastewater surveillance|array_path=elements;header1=User-Agent: JapanOSINT-research/1.0 (+https://github.com/);interval=86400
OVERPASS_TELECOM_EXCHANGE|json|any|telecom|telephone-exchange|telecom,infrastructure,osm,geo|https://overpass-api.de|Overpass — telephone exchanges|Overpass 電話交換局|https://overpass-api.de/api/interpreter?data=%5Bout%3Ajson%5D%5Btimeout%3A25%5D%3Bnwr%5B%22telecom%22%3D%22exchange%22%5D%2851.0%2C-1.0%2C52.0%2C1.0%29%3Bout%20center%20100%3B|https://overpass-api.de/api/interpreter?data=%5Bout%3Ajson%5D%5Btimeout%3A25%5D%3Bnwr%5B%22telecom%22%3D%22exchange%22%5D%2851.0%2C-1.0%2C52.0%2C1.0%29%3Bout%20center%20100%3B|Telephone exchanges and central offices with the operator. Exchanges are the buildings where fixed-line and much fibre traffic is physically aggregated, and therefore where it can be accessed|array_path=elements;header1=User-Agent: JapanOSINT-research/1.0 (+https://github.com/);interval=86400
OVERPASS_DATA_CENTER|json|any|infrastructure|datacenter|infrastructure,datacenter,osm,geo|https://overpass-api.de|Overpass — data centres|Overpass データセンター|https://overpass-api.de/api/interpreter?data=%5Bout%3Ajson%5D%5Btimeout%3A25%5D%3Bnwr%5B%22telecom%22%3D%22data_center%22%5D%2850.0%2C2.0%2C53.0%2C7.0%29%3Bout%20center%20100%3B|https://overpass-api.de/api/interpreter?data=%5Bout%3Ajson%5D%5Btimeout%3A25%5D%3Bnwr%5B%22telecom%22%3D%22data_center%22%5D%2850.0%2C2.0%2C53.0%2C7.0%29%3Bout%20center%20100%3B|Data centres with operator and name where mapped. Combined with PeeringDB facility records this gives both the commercially declared and the community-observed view of where computing is physically located|array_path=elements;header1=User-Agent: JapanOSINT-research/1.0 (+https://github.com/);interval=86400
OVERPASS_MINE|json|any|energy|mine|mining,extractive,osm,geo|https://overpass-api.de|Overpass — mines and quarries|Overpass 鉱山・採石場|https://overpass-api.de/api/interpreter?data=%5Bout%3Ajson%5D%5Btimeout%3A25%5D%3Bnwr%5B%22landuse%22%3D%22quarry%22%5D%2850.0%2C2.0%2C52.0%2C6.0%29%3Bout%20center%20100%3B|https://overpass-api.de/api/interpreter?data=%5Bout%3Ajson%5D%5Btimeout%3A25%5D%3Bnwr%5B%22landuse%22%3D%22quarry%22%5D%2850.0%2C2.0%2C52.0%2C6.0%29%3Bout%20center%20100%3B|Quarries and surface mines with the resource extracted and the operator where tagged. Extraction sites are large, visible and slow to move, which makes them the most reliably satellite-verifiable industrial object there is|array_path=elements;header1=User-Agent: JapanOSINT-research/1.0 (+https://github.com/);interval=86400
OVERPASS_FACTORY|json|any|infrastructure|industrial-site|industry,manufacturing,osm,geo|https://overpass-api.de|Overpass — factories and works|Overpass 工場|https://overpass-api.de/api/interpreter?data=%5Bout%3Ajson%5D%5Btimeout%3A25%5D%3Bnwr%5B%22man_made%22%3D%22works%22%5D%2851.0%2C-0.5%2C51.7%2C0.5%29%3Bout%20center%20100%3B|https://overpass-api.de/api/interpreter?data=%5Bout%3Ajson%5D%5Btimeout%3A25%5D%3Bnwr%5B%22man_made%22%3D%22works%22%5D%2851.0%2C-0.5%2C51.7%2C0.5%29%3Bout%20center%20100%3B|Industrial works with the product made and the operating company where tagged. The product tag is what turns a polygon into a supply-chain node|array_path=elements;header1=User-Agent: JapanOSINT-research/1.0 (+https://github.com/);interval=21600
OVERPASS_WAREHOUSE|json|any|infrastructure|warehouse|logistics,warehouse,osm,geo|https://overpass-api.de|Overpass — warehouses and distribution centres|Overpass 倉庫・物流拠点|https://overpass-api.de/api/interpreter?data=%5Bout%3Ajson%5D%5Btimeout%3A25%5D%3Bnwr%5B%22building%22%3D%22warehouse%22%5D%2851.45%2C-0.2%2C51.55%2C0.0%29%3Bout%20center%20100%3B|https://overpass-api.de/api/interpreter?data=%5Bout%3Ajson%5D%5Btimeout%3A25%5D%3Bnwr%5B%22building%22%3D%22warehouse%22%5D%2851.45%2C-0.2%2C51.55%2C0.0%29%3Bout%20center%20100%3B|Warehouses and distribution buildings with operator where tagged. Warehouse footprint is the physical expression of a distribution network, and its expansion is observable before any corporate announcement|array_path=elements;header1=User-Agent: JapanOSINT-research/1.0 (+https://github.com/);interval=86400
